type,beds,baths,garage,lot_sqft,sqft,stories,listPrice,age_range
1,3,2,1,3751.0,1550.0,6,975000.0,4
1,2,2,2,3751.0,1450.0,2,450000.0,0
1,3,2,1,3751.0,1550.0,4,800000.0,0
4,5,3,2,3750.0,1550.0,2,425000.0,1
5,3,2,2,4961.0,1028.0,1,349900.0,4
4,4,2,1,3751.0,1700.0,2,620000.0,1
1,1,1,2,3751.0,720.0,2,165000.0,3
1,2,2,2,3751.0,1550.0,3,265000.0,4
4,6,2,2,3751.0,1550.0,2,185000.0,2
1,3,2,1,3751.0,1550.0,4,549950.0,0
1,2,2,1,3751.0,1550.0,3,475000.0,0
4,4,2,2,4356.0,1550.0,2,475000.0,2
1,2,3,1,3751.0,1950.0,4,585000.0,0
1,3,1,2,3751.0,1038.0,3,225000.0,1
1,2,2,1,3751.0,2400.0,18,600000.0,4
5,3,2,1,3751.0,1900.0,2,650000.0,4
1,4,2,2,3751.0,1340.0,4,285000.0,4
4,5,3,2,3125.0,1550.0,2,265000.0,1
5,3,1,1,7375.0,1645.0,1,279500.0,4
6,2,2,2,1875.0,1285.0,3,325000.0,0
4,8,3,2,3125.0,1550.0,2,260000.0,1
5,6,6,2,3750.0,4760.0,3,2550000.0,0
1,2,1,2,3751.0,1550.0,3,175000.0,3
1,2,2,1,3751.0,1550.0,3,525000.0,0
1,1,1,2,3751.0,800.0,3,319000.0,1
1,2,2,1,3751.0,1260.0,3,515000.0,0
1,2,2,1,3751.0,2180.0,3,599000.0,0
0,4,2,2,3049.0,1550.0,2,224900.0,2
4,3,2,1,3125.0,1550.0,2,150000.0,2
5,4,3,2,3751.0,2600.0,2,490000.0,4
4,4,3,2,6840.0,1550.0,2,309900.0,1
1,2,1,1,3751.0,1180.0,6,274999.0,1
1,3,3,2,3751.0,1800.0,5,335000.0,0
5,4,3,2,3125.0,1881.0,2,294000.0,4
5,3,4,2,3780.0,2600.0,2,649000.0,4
1,3,2,1,3751.0,1573.0,4,550000.0,0
4,6,3,2,3920.0,1550.0,2,395000.0,1
1,3,2,2,3751.0,1859.0,3,450000.0,4
5,2,2,2,1984.0,1088.0,2,220000.0,2
1,2,2,2,3751.0,1425.0,5,269000.0,3
4,0,0,2,3751.0,1550.0,2,370000.0,1
1,2,1,2,3751.0,1000.0,3,210000.0,4
1,3,3,1,3751.0,2170.0,39,549900.0,3
5,3,2,2,5750.0,1333.0,2,120000.0,4
1,2,2,1,3751.0,1189.0,7,550000.0,0
5,6,8,2,3707.0,9700.0,2,7700000.0,1
5,4,6,1,3751.0,5000.0,2,2200000.0,4
1,1,1,2,3751.0,700.0,3,245000.0,0
1,1,1,2,3751.0,1550.0,4,142000.0,4
1,2,2,2,3751.0,1550.0,7,329000.0,0
4,5,3,2,3750.0,1550.0,2,585500.0,4
1,1,1,2,3751.0,1550.0,6,234500.0,3
5,5,6,2,10000.0,7900.0,2,7350000.0,4
6,2,2,2,3660.0,1550.0,2,325500.0,4
1,3,4,1,3751.0,2540.0,40,1950000.0,0
1,2,2,2,3751.0,1100.0,16,179900.0,3
1,3,3,2,3751.0,2305.0,3,649000.0,1
4,3,2,2,3125.0,1550.0,2,269900.0,4
1,3,3,1,3751.0,2300.0,39,449900.0,3
5,7,6,2,12197.0,5600.0,3,1470000.0,2
1,2,2,1,3751.0,1500.0,16,359900.0,3
1,2,2,1,3751.0,1519.0,45,289000.0,3
5,3,2,2,4602.0,1152.0,1,300000.0,3
1,3,4,2,3751.0,3800.0,27,1995000.0,0
1,3,3,1,3751.0,3000.0,73,2099000.0,3
1,2,1,2,3750.0,800.0,3,79900.0,4
4,5,2,1,3750.0,1550.0,2,129900.0,1
1,1,1,2,3751.0,915.0,6,399000.0,0
5,3,8,2,2662.0,3700.0,2,575000.0,1
1,3,3,1,3751.0,1450.0,6,625000.0,0
4,7,3,2,3751.0,1550.0,2,200000.0,4
1,1,1,2,3751.0,880.0,7,249999.0,1
1,2,2,2,3751.0,1540.0,20,499900.0,4
1,2,2,2,3751.0,1550.0,4,499900.0,4
1,2,2,1,3751.0,1550.0,5,499000.0,0
4,4,4,2,3751.0,1550.0,2,685000.0,4
1,2,2,1,3751.0,1350.0,4,315000.0,0
1,3,2,1,3751.0,2000.0,3,394000.0,1
1,2,2,1,3751.0,1250.0,27,525000.0,0
1,3,3,1,3751.0,2300.0,4,625000.0,1
1,2,2,1,3751.0,1324.0,30,499900.0,0
1,2,1,1,3751.0,1550.0,23,299900.0,3
1,1,1,1,3751.0,1550.0,54,199900.0,3
1,1,2,1,3751.0,1000.0,45,450000.0,3
1,2,2,1,3751.0,1401.0,58,579000.0,0
1,2,2,1,3751.0,1550.0,20,550000.0,3
1,2,2,1,3751.0,1200.0,16,350000.0,0
1,1,1,1,3751.0,700.0,15,155000.0,4
1,2,2,1,3751.0,1465.0,54,399900.0,3
1,2,2,1,3751.0,1205.0,23,399900.0,0
1,1,1,1,3751.0,854.0,9,275000.0,0
1,0,1,1,3751.0,600.0,39,144000.0,3
5,3,2,2,4750.0,1336.0,1,349900.0,3
5,3,2,2,7144.0,1459.0,2,375000.0,3
1,2,2,1,3751.0,1329.0,29,255000.0,3
1,1,1,2,3751.0,700.0,28,164900.0,3
5,3,1,2,3751.0,925.0,1,125000.0,4
1,1,1,2,3751.0,1200.0,12,250000.0,4
1,2,2,2,3751.0,1450.0,70,669500.0,3
1,2,2,1,3751.0,1650.0,50,475000.0,3
